host_unix,host_time,seq,up_ms,temp_c,press_hpa,alt_baro_m,alt_fused_m,vel_m_s,az_m_s2,lax_m_s2,lay_m_s2,laz_m_s2,gx_m_s2,gy_m_s2,gz_m_s2,heading,roll,pitch,calib,vstate,elev,servo_deg
1782883805.393658,14:30:05.393,9288,95.788,24.81,1010.27,0.557,0.545,0.206,-0.027,-30.298,0.038,-1.119,0.308,-14.079,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.393672,14:30:05.393,9289,96.335,0.0,2.06,-0.003,2525.606,20249.505,336249.345,-20.224,-23.799,0.394,11.52,0.002,9.984,0.02,-258.56,0.0,0,255,255,-0.01
1782883805.393684,14:30:05.393,9290,131.026,0.38,202495.05,503999.745,-1559645.952,754975.114,687865.858,0.002,-26.112,0.0,-10.752,-0.001,-22.785,98.65,-243.2,135.63,1,1,205,102.5
1782883805.499495,14:30:05.499,9293,95.838,24.81,1010.27,0.557,0.556,0.154,-0.005,-30.298,0.038,-1.119,0.308,-15.359,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.499535,14:30:05.499,9294,96.395,0.0,1.54,-0.024,2525.606,20249.505,336248.577,-20.224,-23.799,0.394,11.52,0.002,11.776,0.02,294.4,0.0,0,0,0,0.0
1782883805.499551,14:30:05.499,9295,131.076,0.38,202495.05,504024.321,-1559645.952,754975.114,805306.37,0.002,29.44,0.0,-4.352,-0.001,-22.785,98.65,-243.2,135.63,1,1,204,102.5
1782883805.499907,14:30:05.499,9298,95.889,24.81,1010.27,0.557,0.562,0.115,-0.029,-30.298,0.038,-1.119,0.308,-15.103,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.499924,14:30:05.499,9299,96.452,0.0,1.14,-0.017,2525.606,20249.505,302694.913,-20.224,-23.799,0.394,11.52,0.002,13.056,0.02,220.16,0.0,0,0,0,0.0
1782883805.499936,14:30:05.499,9300,131.127,0.38,34722.89,487264.513,-1559645.952,754975.114,872415.234,0.002,22.016,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,206,99.94
1782883805.605468,14:30:05.605,9303,95.939,24.81,1010.27,0.557,0.565,0.086,0.0,-30.298,0.038,-1.119,0.052,-14.079,1.802,453.12,-237.99,3.94,0,45,2,0.0
1782883805.605504,14:30:05.605,9304,96.504,0.0,0.86,0.0,2525.606,3472.289,319484.929,-20.224,-23.799,0.394,11.52,0.002,13.568,0.02,163.84,0.0,0,0,0,0.0
1782883805.605518,14:30:05.605,9305,131.177,0.38,34722.89,487260.929,-1559645.952,754975.114,905969.666,0.002,16.384,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,211,99.94
1782883805.605529,14:30:05.605,9306,141.251,-237.99,7549751.14,905969.666,1073741.826,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.769,0.049,24.81,-300.45,0.01,45,2,0,140.8
1782883805.605810,14:30:05.605,9309,95.998,24.81,1010.27,0.557,0.568,0.064,0.0,-30.298,0.038,-1.119,0.052,-13.055,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.605824,14:30:05.605,9310,96.564,0.0,0.48,-0.007,2525.606,3472.289,336283.393,-20.224,-23.799,0.394,11.52,0.002,14.08,0.02,122.88,0.0,0,0,0,0.0
1782883805.605835,14:30:05.605,9311,131.236,0.38,34722.89,504027.137,-1559645.952,754975.114,922746.882,0.002,12.288,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,215,102.5
1782883805.605844,14:30:05.605,9312,141.31,-237.99,7549751.14,922746.882,805306.37,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.774,0.05,24.81,-300.45,0.01,45,2,0,143.36
1782883805.711304,14:30:05.711,9315,96.058,24.81,1010.27,0.557,0.566,0.036,-0.019,-30.298,0.038,-1.119,0.052,19.457,2.059,453.12,-237.99,3.94,0,45,2,0.0
1782883805.711341,14:30:05.711,9316,96.624,0.0,0.36,-0.019,2525.606,3472.289,336261.377,-20.224,-23.799,0.394,11.52,0.002,14.08,0.02,92.16,0.0,0,0,0,0.0
1782883805.711354,14:30:05.711,9317,131.296,0.38,34722.89,504025.601,-1559645.952,754975.114,922746.882,0.002,9.216,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,220,97.38
1782883805.711365,14:30:05.711,9318,141.37,-237.99,7549751.14,922746.882,603979.778,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.798,0.05,24.81,-300.45,0.01,45,2,0,138.24
1782883805.711659,14:30:05.711,9321,96.118,24.81,1010.27,0.557,0.566,0.027,0.0,-30.298,0.038,-1.119,0.052,-7.167,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.711673,14:30:05.711,9322,96.684,0.0,0.27,0.0,2525.606,3472.289,302703.617,-20.224,-23.799,0.394,11.52,0.002,13.824,0.02,69.12,0.0,0,0,0,0.0
1782883805.711683,14:30:05.711,9323,131.356,0.38,34722.89,504033.537,-1559645.952,754975.114,922746.882,0.002,6.912,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,218,102.5
1782883805.818055,14:30:05.818,9326,96.168,24.81,1010.27,0.557,0.565,0.02,0.0,-30.298,0.038,-1.119,0.052,-5.631,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.818087,14:30:05.818,9327,96.734,0.0,0.2,0.0,2525.606,3472.289,336259.329,-20.224,-23.799,0.394,11.52,0.002,13.824,0.02,51.2,0.0,0,0,0,0.0
1782883805.818100,14:30:05.818,9328,131.406,0.38,34722.89,470477.057,-1559645.952,754975.114,905969.666,0.002,5.12,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,243,102.5
1782883805.818111,14:30:05.818,9329,141.48,-237.99,7549751.14,872415.234,251658.242,-251658.24,-1493172.225,9.865,-24.32,13.563,0.256,2.866,0.05,24.81,-300.45,0.01,45,2,0,135.68
1782883805.818374,14:30:05.818,9332,96.226,24.81,1010.27,0.557,0.565,0.015,0.0,-30.298,0.038,-1.119,0.052,-2.559,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883805.818387,14:30:05.818,9333,96.791,0.0,0.15,0.0,2525.606,3472.289,386594.305,-20.224,-23.799,0.394,11.52,0.002,13.568,0.02,38.4,0.0,0,0,0,0.0
1782883805.818396,14:30:05.818,9334,131.464,0.38,34722.89,520807.169,-1559645.952,754975.114,872415.234,0.002,2.816,0.0,-4.352,-0.001,-22.785,98.65,-243.2,135.63,0,1,74,110.19
1782883805.924729,14:30:05.924,9337,96.276,24.81,1010.27,0.557,0.564,0.011,0.0,-30.298,0.038,-1.119,0.052,-1.791,3.338,453.12,-237.99,3.94,0,45,2,0.0
1782883805.924817,14:30:05.924,9338,96.84,0.0,0.11,0.0,2525.606,3472.289,386592.769,-20.224,-23.799,0.394,11.52,0.002,13.312,0.02,28.16,0.0,0,0,0,0.0
1782883805.924836,14:30:05.924,9339,131.514,0.38,34722.89,520811.265,-1559645.952,754975.114,855638.018,0.002,2.048,0.0,1.792,0.0,-23.04,98.65,-243.2,135.63,0,1,71,102.51
1782883805.924848,14:30:05.924,9340,141.588,-237.99,7549751.14,855638.018,134217.73,117440.512,-1509949.44,9.865,-24.32,13.563,0.256,2.812,0.053,24.81,-300.45,0.01,45,2,0,130.56
1782883805.925148,14:30:05.925,9343,96.336,24.81,1010.27,0.557,0.563,0.008,0.0,-30.298,0.038,-1.119,0.052,-1.279,3.338,453.12,-237.99,3.94,0,45,2,0.0
1782883805.925164,14:30:05.925,9344,96.899,0.0,0.08,0.0,2525.606,3472.289,353039.361,-20.224,-23.799,0.394,11.52,0.002,12.8,0.02,15.36,0.0,0,231,255,-0.01
1782883805.925176,14:30:05.925,9345,131.574,0.38,34722.89,554385.409,-1559645.952,754975.114,838860.802,0.002,1.536,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,251,110.18
1782883806.032112,14:30:06.032,9348,96.389,24.81,1010.27,0.557,0.562,0.006,0.0,-30.298,0.038,-1.119,0.052,-1.279,2.57,453.12,-237.99,3.94,0,45,2,0.0
1782883806.032148,14:30:06.032,9349,96.951,0.0,0.06,0.0,2525.606,3472.289,302709.249,-20.224,-23.799,0.394,11.52,0.002,12.544,0.02,10.24,0.0,0,5,0,0.0
1782883806.032163,14:30:06.032,9350,131.627,0.38,34722.89,487273.985,-1559645.952,754975.114,822083.586,0.002,1.024,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,254,99.94
1782883806.032175,14:30:06.032,9351,141.701,-237.99,7549751.14,822083.586,67108.866,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.814,0.049,24.81,-300.45,0.01,45,2,0,125.44
1782883806.138451,14:30:06.138,9354,96.448,24.81,1010.27,0.557,0.561,0.004,0.0,-30.298,0.038,-1.119,0.052,-0.767,2.314,453.12,-237.99,3.94,0,45,2,0.0
1782883806.138498,14:30:06.138,9355,97.009,0.0,0.03,-0.013,2525.606,3472.289,336276.993,-20.224,-23.799,0.394,11.52,0.002,12.544,0.02,7.68,0.0,0,0,0,0.0
1782883806.138514,14:30:06.138,9356,131.686,0.38,34722.89,470482.945,-1559645.952,754975.114,822083.586,0.002,0.768,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,2,102.51
1782883806.138527,14:30:06.138,9357,141.76,-237.99,7549751.14,822083.586,50331.65,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.815,0.05,24.81,-300.45,0.01,45,2,0,125.44
1782883806.138834,14:30:06.138,9360,96.507,24.81,1010.27,0.557,0.56,0.002,-0.011,-30.298,0.038,-1.119,0.052,9.985,2.315,453.12,-237.99,3.94,0,45,2,0.0
1782883806.138849,14:30:06.138,9361,97.067,0.0,0.02,-0.011,2525.606,3472.289,353043.457,-20.224,-23.799,0.394,11.52,0.002,12.288,0.02,5.12,0.0,0,0,0,0.0
1782883806.138861,14:30:06.138,9362,131.745,0.38,34722.89,554369.281,-1559645.952,754975.114,805306.37,0.002,0.512,0.0,-3.84,-0.001,-22.785,98.65,-243.2,135.63,0,1,2,107.63
1782883806.245691,14:30:06.245,9365,96.557,24.81,1010.27,0.557,0.56,0.001,-0.017,-30.298,0.038,-1.119,0.052,10.497,3.339,453.12,-237.99,3.94,0,45,2,0.0
1782883806.245727,14:30:06.245,9366,97.117,0.0,0.01,0.003,2525.606,3472.289,369820.673,-20.224,-23.799,0.394,11.52,0.002,12.288,0.02,2.56,0.0,0,243,255,-0.01
1782883806.245742,14:30:06.245,9367,131.795,0.38,34722.89,520815.617,-1559645.952,754975.114,805306.37,0.002,0.256,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,4,105.07
1782883806.245755,14:30:06.245,9368,141.869,-237.99,7549751.14,805306.37,16777.218,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.82,0.05,24.81,-300.45,0.01,45,2,0,120.32
1782883806.246009,14:30:06.246,9371,96.619,24.81,1010.27,0.557,0.559,0.001,-0.003,-30.298,0.038,-1.119,0.052,1.537,2.571,453.12,-237.99,3.94,0,45,2,0.0
1782883806.246025,14:30:06.246,9372,97.178,0.0,0.01,-0.017,2525.606,3472.289,336266.753,-20.224,-23.799,0.394,11.52,0.002,12.032,0.02,0.0,0.0,0,241,255,-0.01
1782883806.246036,14:30:06.246,9373,131.857,0.38,34722.89,504038.913,-1559645.952,754975.114,788529.154,0.002,0.0,0.0,-3.84,-0.001,-22.785,98.65,-243.2,135.63,0,1,6,97.39
1782883806.352990,14:30:06.352,9376,96.669,24.81,1010.27,0.557,0.559,0.0,-0.013,-30.298,0.038,-1.119,0.052,1.793,2.571,453.12,-237.99,3.94,0,45,2,0.0
1782883806.353029,14:30:06.353,9377,97.228,0.0,0.0,0.005,2525.606,3472.289,336267.009,-20.224,-23.799,0.394,11.52,0.002,12.032,0.02,0.0,0.0,0,243,255,-0.01
1782883806.353046,14:30:06.353,9378,131.907,0.38,34722.89,487261.953,-1559645.952,754975.114,788529.154,0.002,0.0,0.0,6.144,0.0,-23.04,98.65,-243.2,135.63,0,1,7,97.39
1782883806.353060,14:30:06.353,9379,141.981,-237.99,7549751.14,788529.154,0.002,184549.376,-1509949.44,9.865,-24.32,13.563,0.256,2.842,0.049,24.81,-300.45,0.01,45,2,0,120.32
1782883806.353482,14:30:06.353,9382,96.728,24.81,1010.27,0.557,0.559,0.0,-0.013,-30.298,0.038,-1.119,0.052,2.049,2.571,453.12,-237.99,3.94,0,45,2,0.0
1782883806.353500,14:30:06.353,9383,97.287,0.0,0.0,-0.032,2525.606,3472.289,336267.265,-20.224,-23.799,0.394,11.52,0.002,12.032,0.02,-2.56,-0.01,255,222,255,-0.01
1782883806.353514,14:30:06.353,9384,131.966,0.38,34722.89,487262.209,-1559646.208,754975.114,771751.938,0.002,-0.256,-0.001,4.095,0.0,-23.04,98.65,-243.2,135.63,0,1,23,102.51
1782883806.353528,14:30:06.353,9385,141.784,-237.99,7549751.14,771751.938,0.002,419430.4,-1509949.44,9.865,-24.32,13.563,0.256,2.825,0.05,24.8,-300.45,0.01,45,2,0,117.76
1782883806.460522,14:30:06.460,9388,96.788,24.8,1010.27,0.557,0.558,-0.001,-0.027,-30.298,0.038,-1.119,0.052,2.305,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883806.460684,14:30:06.460,9389,97.346,0.0,0.0,0.014,2525.606,3472.289,319490.305,-20.48,-23.799,0.394,11.52,0.002,11.776,0.02,0.0,0.0,0,253,255,-0.01
1782883806.460699,14:30:06.460,9390,132.026,0.38,34722.89,487265.281,-1559646.208,754975.114,771751.938,0.002,-0.256,-0.001,-3.073,-0.001,-22.785,98.65,-243.2,135.63,0,1,10,102.51
1782883806.460711,14:30:06.460,9391,141.844,-237.99,7549751.14,771751.938,-16777.214,-268435.457,-1493172.225,9.865,-24.32,13.563,0.256,2.826,0.049,24.8,-300.45,0.01,45,2,0,117.76
1782883806.460907,14:30:06.460,9394,96.847,24.8,1010.27,0.557,0.558,-0.001,-0.023,-30.298,0.038,-1.119,0.052,2.561,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883806.460919,14:30:06.460,9395,97.405,0.0,42949672.95,-0.023,2525.606,3472.289,336269.825,-20.48,-23.799,0.394,11.52,0.002,11.776,0.02,-2.56,-0.01,255,253,255,-0.01
1782883806.460929,14:30:06.460,9396,132.085,0.38,34722.89,504040.193,-1559646.208,754975.114,771751.938,0.002,-0.256,-0.001,1.535,0.0,-23.04,98.65,-243.2,135.63,0,1,11,112.75
1782883806.567477,14:30:06.567,9399,96.897,24.8,1010.27,0.557,0.558,-0.001,0.005,-30.298,0.038,-1.119,0.052,2.817,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883806.567520,14:30:06.567,9400,97.455,0.0,42949672.95,-0.017,2525.606,3472.289,336269.569,-20.48,-23.799,0.394,11.52,0.002,11.776,0.02,-2.56,-0.01,255,245,255,-0.01
1782883806.567536,14:30:06.567,9401,132.135,0.38,34722.89,504040.193,-1559646.208,754975.114,771751.938,0.002,-0.256,-0.001,-4.097,-0.001,-22.785,98.65,-243.2,135.63,0,1,11,102.51
1782883806.567548,14:30:06.567,9402,141.953,-237.99,7549751.14,771751.938,-16777.214,-167772.161,-1493172.225,9.865,-24.32,13.563,0.256,2.827,0.05,24.8,-300.45,0.01,45,2,0,117.76
1782883806.567870,14:30:06.567,9405,96.957,24.8,1010.27,0.557,0.558,-0.001,0.022,-30.298,0.038,-1.119,0.052,3.841,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883806.567884,14:30:06.567,9406,97.515,0.0,42949672.95,-0.023,2525.606,3472.289,336268.033,-20.48,-23.799,0.394,11.52,0.002,11.776,0.02,-2.56,-0.01,255,239,255,-0.01
1782883806.567894,14:30:06.567,9407,132.195,0.38,34722.89,504040.193,-1559646.208,754975.114,771751.938,0.002,-0.256,-0.001,-7.937,-0.001,-22.785,98.65,-243.2,135.63,0,1,12,102.51
1782883806.567905,14:30:06.567,9408,142.013,-237.99,7549751.14,771751.938,-16777.214,100663.295,-1509949.44,9.865,-24.32,13.563,0.256,2.828,0.05,24.8,-300.45,0.01,45,2,0,117.76
1782883806.674914,14:30:06.674,9411,97.017,24.8,1010.27,0.557,0.558,-0.001,-0.015,-30.298,0.038,-1.119,0.052,3.073,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883806.674953,14:30:06.674,9412,97.575,0.0,42949672.95,-0.019,2525.606,3472.289,336268.289,-20.48,-23.799,0.394,11.52,0.002,11.776,0.02,-2.56,-0.01,255,253,255,-0.01
1782883806.674970,14:30:06.674,9413,132.255,0.38,34722.89,504040.449,-1559646.208,754975.114,771751.938,0.002,-0.256,-0.001,1.535,0.0,-23.04,98.65,-243.2,135.63,0,1,12,102.51
1782883806.675031,14:30:06.675,9414,142.073,-235.43,35903246.18,402653.185,1258291.202,100663.294,-1509949.44,9.865,-24.32,13.563,0.258,3.0,0.05,24.8,-300.44,0.01,214,1,0,48.64
1782883806.675319,14:30:06.675,9417,97.077,24.8,1010.28,0.47,0.527,-0.438,-0.046,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.675334,14:30:06.675,9418,97.599,0.0,42949668.58,-0.013,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,1.536,0.02,189.44,-0.02,255,251,255,-0.01
1782883806.675347,14:30:06.675,9419,132.315,0.38,370267.21,504084.481,-1542868.992,-704642.678,-117440.511,0.001,-18.688,-0.002,-9.473,-0.001,-22.785,98.65,-243.2,135.63,2,1,184,102.51
1782883806.782139,14:30:06.782,9422,97.127,24.8,1010.28,0.47,0.499,-0.329,0.015,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.782180,14:30:06.782,9423,97.622,0.0,42949669.67,-0.019,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-5.12,0.01,-186.88,-0.02,255,239,255,-0.01
1782883806.782196,14:30:06.782,9424,132.365,0.38,370267.21,504084.481,-1542868.992,-704642.678,-452984.831,0.001,2.304,-0.001,-4.609,-0.001,-22.785,98.65,-243.2,135.63,2,1,184,102.51
1782883806.782507,14:30:06.782,9427,97.177,24.8,1010.28,0.47,0.48,-0.247,-0.013,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.782523,14:30:06.782,9428,97.655,0.0,42949670.49,-0.013,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-9.472,0.01,23.04,-0.01,255,237,255,-0.01
1782883806.782535,14:30:06.782,9429,132.415,0.38,370267.21,504084.481,-1542868.992,-704642.678,-671088.639,0.001,17.92,-0.001,-7.425,-0.001,-22.785,98.65,-243.2,135.63,2,1,184,102.51
1782883806.782547,14:30:06.782,9430,142.233,-235.43,35903246.18,-704643.071,1174405.121,-33554.433,-1493172.225,9.865,-24.32,13.563,0.258,3.0,0.05,24.8,-300.44,0.01,214,1,0,-110.08
1782883806.889605,14:30:06.889,9433,97.237,24.8,1010.28,0.47,0.467,-0.186,-0.007,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.889648,14:30:06.889,9434,97.702,0.0,42949671.1,-0.017,2525.606,37026.721,353089.537,-20.48,-23.543,0.394,-10.752,0.001,-12.288,0.01,296.96,-0.01,255,253,255,-0.01
1782883806.889667,14:30:06.889,9435,132.475,0.38,370267.21,504084.481,-1542868.992,-704642.678,-822083.583,0.001,29.696,-0.001,-6.145,-0.001,-22.785,98.65,-243.2,135.63,2,1,184,102.51
1782883806.889991,14:30:06.889,9438,97.287,24.8,1010.28,0.47,0.46,-0.14,-0.015,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.890005,14:30:06.890,9439,97.746,0.0,42949671.56,-0.015,2525.606,37026.721,353089.537,-20.48,-23.543,0.394,-10.752,0.001,-13.312,0.01,-268.8,-0.01,255,1,0,0.0
1782883806.890016,14:30:06.890,9440,132.525,0.38,370267.21,520861.697,-1542868.992,-704642.678,-889192.447,0.001,-26.88,-0.001,1.535,0.0,-23.04,98.65,-243.2,135.63,2,1,184,105.07
1782883806.996732,14:30:06.996,9443,97.338,24.8,1010.28,0.47,0.457,-0.105,-0.038,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.996764,14:30:06.996,9444,97.794,0.0,42949671.9,-0.025,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-13.824,0.01,-202.24,-0.01,255,249,255,-0.01
1782883806.996777,14:30:06.996,9445,132.576,0.38,34722.89,504084.481,-1542868.992,-704642.678,-922746.879,0.001,-20.224,-0.001,4.095,0.0,-23.04,98.65,-243.2,135.63,0,1,184,102.51
1782883806.997011,14:30:06.997,9448,97.388,24.8,1010.28,0.47,0.455,-0.079,-0.013,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883806.997023,14:30:06.997,9449,97.843,0.0,42949672.17,-0.011,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-14.08,0.01,-153.6,-0.01,255,239,255,-0.01
1782883806.997033,14:30:06.997,9450,132.626,0.38,34722.89,504084.481,-1542868.992,-704642.678,-922746.879,0.001,-15.36,-0.001,-3.585,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,102.51
1782883807.103520,14:30:07.103,9453,97.438,24.8,1010.28,0.47,0.455,-0.06,-0.036,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.103564,14:30:07.103,9454,97.893,0.0,42949672.36,-0.013,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-14.08,0.01,-115.2,-0.01,255,13,0,0.0
1782883807.103584,14:30:07.103,9455,132.676,0.38,34722.89,504084.481,-1542868.992,-704642.678,-922746.879,0.001,-11.52,-0.001,-1.537,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,102.51
1782883807.103887,14:30:07.103,9458,97.488,24.8,1010.28,0.47,0.456,-0.045,-0.011,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.103903,14:30:07.103,9459,97.943,0.0,42949672.5,-0.013,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-13.824,0.01,-87.04,-0.01,255,241,255,-0.01
1782883807.103915,14:30:07.103,9460,132.726,0.38,34722.89,504084.481,-1542868.992,-704642.678,-905969.663,0.001,-8.704,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,102.51
1782883807.211018,14:30:07.211,9463,97.538,24.8,1010.28,0.47,0.457,-0.035,-0.023,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.211063,14:30:07.211,9464,97.995,0.0,42949672.61,-0.013,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-13.568,0.01,-66.56,-0.01,255,237,255,-0.01
1782883807.211082,14:30:07.211,9465,132.776,0.38,34722.89,504084.481,-1542868.992,-704642.678,-889192.447,0.001,-6.656,-0.001,-3.585,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,102.51
1782883807.211408,14:30:07.211,9468,97.588,24.8,1010.28,0.47,0.458,-0.027,0.0,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.211426,14:30:07.211,9469,98.046,0.0,42949672.69,-0.015,2525.606,3472.289,353089.537,-20.48,-23.543,0.394,-10.752,0.001,-13.312,0.01,-51.2,-0.01,255,239,255,-0.01
1782883807.211439,14:30:07.211,9470,132.826,0.38,34722.89,487307.265,-1542868.992,-704642.678,-872415.231,0.001,-5.12,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,102.51
1782883807.318496,14:30:07.318,9473,97.639,24.8,1010.28,0.47,0.46,-0.02,0.0,-30.298,0.038,-1.119,0.052,-18.431,2.315,450.56,-235.43,3.94,0,214,1,0.0
1782883807.318531,14:30:07.318,9474,98.098,0.0,42949672.76,0.0,2525.606,3472.289,319535.105,-20.736,-23.799,0.394,11.52,0.002,-7.424,0.01,-232.96,0.01,0,0,0,0.0
1782883807.318543,14:30:07.318,9475,132.877,0.38,202495.05,487014.657,-1559646.464,754975.114,-419430.398,0.001,-23.296,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,12,94.83
1782883807.318553,14:30:07.318,9476,142.439,-237.99,7549751.14,-419430.398,-1526726.655,0.001,-1509949.44,9.865,-24.32,13.563,0.257,3.0,0.049,24.79,-300.45,0.01,45,2,0,-40.96
1782883807.318840,14:30:07.318,9479,97.696,24.79,1010.27,0.557,0.496,0.421,0.0,-30.298,0.038,-1.119,0.308,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.318854,14:30:07.318,9480,98.187,0.0,42949671.58,0.0,2525.606,3472.289,369866.753,-20.48,-23.543,0.394,-10.752,0.001,-6.4,0.01,302.08,-0.01,255,241,255,-0.01
1782883807.318864,14:30:07.318,9481,132.934,0.38,34722.89,504084.481,-1542868.992,-704642.678,-419430.399,0.001,30.208,-0.001,-3.585,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,107.63
1782883807.318873,14:30:07.318,9482,142.752,-235.43,35903246.18,-469762.047,1979711.489,16777.215,-1509949.44,9.865,-24.32,13.563,0.256,3.0,0.052,24.8,-300.44,0.01,214,1,0,-76.8
1782883807.425738,14:30:07.425,9485,97.758,24.8,1010.28,0.47,0.479,-0.104,0.0,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.425781,14:30:07.425,9486,98.236,0.0,42949671.92,-0.003,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-8.96,0.01,-266.24,-0.01,255,0,0,0.0
1782883807.425799,14:30:07.425,9487,132.996,0.38,34722.89,504084.481,-1542868.992,-704642.678,-603979.775,0.001,-26.624,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,102.51
1782883807.532471,14:30:07.532,9490,97.806,24.8,1010.28,0.47,0.474,-0.078,0.0,-30.298,0.038,-1.119,0.052,-18.431,3.083,450.56,-235.43,3.94,0,214,1,0.0
1782883807.532656,14:30:07.532,9491,98.278,0.0,42949672.18,0.007,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-10.24,0.01,-199.68,-0.01,255,7,0,0.0
1782883807.532673,14:30:07.532,9492,133.044,0.38,34722.89,504084.481,-1542868.992,-704642.678,-671088.639,0.001,-19.968,-0.001,2.047,0.0,-23.04,98.65,-243.2,135.63,0,1,184,107.63
1782883807.532690,14:30:07.532,9493,142.862,-235.43,35903246.18,-704643.071,-1308622.847,16777.215,-1509949.44,9.865,-24.32,13.563,0.256,3.0,0.052,24.8,-300.44,0.01,214,1,0,-110.08
1782883807.532949,14:30:07.532,9496,97.868,24.8,1010.28,0.47,0.469,-0.059,-0.033,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883807.532962,14:30:07.532,9497,98.336,0.0,42949672.37,0.0,2525.606,3472.289,386643.969,-20.48,-23.543,0.394,-10.752,0.001,-11.52,0.01,-151.04,-0.01,255,214,255,-0.01
1782883807.532972,14:30:07.532,9498,133.106,0.38,34722.89,504084.481,-1542868.992,-704642.678,-754974.719,0.001,-15.104,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,105.07
