host_unix,host_time,seq,up_ms,temp_c,press_hpa,alt_baro_m,alt_fused_m,vel_m_s,az_m_s2,lax_m_s2,lay_m_s2,laz_m_s2,gx_m_s2,gy_m_s2,gz_m_s2,heading,roll,pitch,calib,vstate,elev,servo_deg
1782883807.533143,14:30:07.533,9501,97.917,24.8,1010.28,0.47,0.467,-0.044,0.015,-30.298,0.038,-1.119,0.052,-18.431,2.827,450.56,-235.43,3.94,0,214,1,0.0
1782883807.533157,14:30:07.533,9502,98.383,0.0,42949672.52,0.0,2525.606,3472.289,369866.753,-20.48,-23.543,0.394,-10.752,0.001,-11.776,0.01,-112.64,-0.01,255,0,0,0.0
1782883807.533168,14:30:07.533,9503,133.155,0.38,34722.89,537638.913,-1542868.992,-704642.678,-788529.151,0.001,-11.264,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,107.63
1782883807.640717,14:30:07.640,9506,97.968,24.8,1010.28,0.47,0.466,-0.033,-0.007,-30.298,0.038,-1.119,0.052,-18.431,2.827,450.56,-235.43,3.94,0,214,1,0.0
1782883807.640760,14:30:07.640,9507,98.433,0.0,42949672.63,0.0,2525.606,3472.289,353089.537,-20.48,-23.543,0.394,-10.752,0.001,-12.032,0.01,-84.48,-0.01,255,0,0,0.0
1782883807.640776,14:30:07.640,9508,133.206,0.38,34722.89,520861.697,-1542868.992,-704642.678,-788529.151,0.001,-8.448,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,105.07
1782883807.641107,14:30:07.641,9511,98.017,24.79,1010.27,0.557,0.491,0.411,0.007,-30.298,0.038,-1.119,0.308,1.793,3.083,448.0,-237.99,3.94,0,45,2,0.0
1782883807.641123,14:30:07.641,9512,98.513,0.0,4.11,0.0,2525.606,20249.505,369817.601,-20.736,-23.799,0.394,11.52,0.002,-3.072,0.01,-258.56,0.01,0,0,0,0.0
1782883807.641135,14:30:07.641,9513,133.255,0.38,202495.05,537586.689,-1559646.464,754975.114,-134217.726,0.001,-25.856,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,223,107.62
1782883807.641148,14:30:07.641,9514,142.817,-235.43,35903246.18,-268435.455,-2113929.215,16777.215,-1509949.44,9.865,-24.32,13.563,0.256,3.0,0.05,24.79,-300.44,0.01,214,1,0,-43.52
1782883807.748070,14:30:07.748,9517,98.076,24.79,1010.28,0.47,0.495,-0.126,-0.007,-30.298,0.038,-1.119,0.052,-18.431,3.083,448.0,-235.43,3.94,0,214,1,0.0
1782883807.748103,14:30:07.748,9518,98.568,0.0,42949671.7,0.0,2525.606,3472.289,369866.753,-20.736,-23.543,0.394,-10.752,0.001,-5.376,0.01,-322.56,-0.01,255,0,0,0.0
1782883807.748118,14:30:07.748,9519,133.314,0.38,34722.89,537638.913,-1559646.464,754975.114,-67108.862,0.001,23.552,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,93,105.04
1782883807.748376,14:30:07.748,9522,98.128,24.79,1010.27,0.557,0.515,0.348,0.0,-30.298,0.038,-1.119,0.308,-8.703,2.57,448.0,-237.99,3.94,0,45,2,0.0
1782883807.748390,14:30:07.748,9523,98.646,0.0,3.48,0.0,2525.606,20249.505,336253.953,-20.736,-23.799,0.394,11.52,0.002,2.304,0.02,235.52,0.01,0,0,0,0.0
1782883807.748401,14:30:07.748,9524,133.366,0.38,202495.05,504023.553,-1559646.464,754975.114,318767.106,0.002,1.28,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,105,99.93
1782883807.855218,14:30:07.855,9527,98.178,24.79,1010.27,0.557,0.536,0.261,0.0,-30.298,0.038,-1.119,0.308,-14.335,2.57,448.0,-237.99,3.94,0,45,2,0.0
1782883807.855255,14:30:07.855,9528,98.717,0.0,2.61,0.0,2525.606,20249.505,369803.265,-20.736,-23.799,0.394,11.52,0.002,7.68,0.02,12.8,0.01,0,239,255,-0.01
1782883807.855270,14:30:07.855,9529,133.416,0.38,202495.05,520795.905,-1542868.992,-704642.678,234881.025,0.002,7.424,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,0,1,184,99.95
1782883807.855282,14:30:07.855,9530,143.234,-235.43,35903246.18,201326.593,486539.266,-201326.593,-1493172.225,9.865,-24.32,13.563,0.256,3.0,0.052,24.8,-300.44,0.01,214,1,0,23.04
1782883807.855590,14:30:07.855,9533,98.239,24.8,1010.28,0.47,0.519,-0.227,-0.019,-30.298,0.038,-1.119,0.052,-18.431,2.315,450.56,-235.43,3.94,0,214,1,0.0
1782883807.855604,14:30:07.855,9534,98.756,0.0,42949670.69,0.0,2525.606,3472.289,336312.321,-20.48,-23.799,0.394,11.52,0.002,4.096,0.02,61.44,0.01,0,241,255,-0.01
1782883807.855614,14:30:07.855,9535,133.477,0.38,34722.89,470375.937,-1559646.208,754975.114,301989.89,0.002,6.144,0.001,-1.792,-0.001,-22.785,98.65,-243.2,135.63,0,1,210,102.5
1782883807.855625,14:30:07.855,9536,143.295,-237.99,7549751.14,352321.538,402653.186,-251658.239,-1493172.225,9.865,-24.32,13.563,0.256,2.76,0.05,24.8,-300.45,0.01,45,2,0,61.44
1782883807.962948,14:30:07.962,9539,98.298,24.8,1010.27,0.557,0.539,0.28,0.0,-30.298,0.038,-1.119,0.052,-18.431,2.826,450.56,-237.99,3.94,0,45,2,0.0
1782883807.962990,14:30:07.962,9540,98.843,0.0,2.1,0.005,2525.606,3472.289,319429.633,-20.48,-23.799,0.394,11.52,0.002,8.704,0.02,-120.32,0.0,0,222,255,-0.01
1782883807.963007,14:30:07.963,9541,133.536,0.38,34722.89,520799.233,-1559646.208,754975.114,620756.994,0.002,-11.776,0.0,4.352,0.0,-23.04,98.65,-243.2,135.63,0,1,189,105.06
1782883807.963022,14:30:07.963,9542,143.354,-237.99,7549751.14,654311.426,-788529.15,-218103.808,-1493172.225,9.865,-24.32,13.563,0.256,2.742,0.051,24.8,-300.45,0.01,45,2,0,104.96
1782883807.963384,14:30:07.963,9545,98.358,24.8,1010.27,0.557,0.555,0.157,0.005,-30.298,0.038,-1.119,0.052,-26.623,2.314,450.56,-237.99,3.94,0,45,2,0.0
1782883807.963402,14:30:07.963,9546,98.915,0.0,1.57,-0.015,2525.606,3472.289,336248.577,-20.48,-23.799,0.394,11.52,0.002,12.032,0.02,-253.44,0.0,0,5,0,0.0
1782883807.963415,14:30:07.963,9547,133.596,0.38,34722.89,504019.457,-1559646.208,754975.114,805306.37,0.002,-25.344,0.0,-5.888,-0.001,-22.785,98.65,-243.2,135.63,0,1,181,102.5
1782883807.963428,14:30:07.963,9548,143.414,-237.99,7549751.14,838860.802,-1677721.598,-1291845.632,-1493172.225,9.865,-24.32,13.563,0.256,2.737,0.05,24.8,-300.45,0.01,45,2,0,128.0
1782883808.070883,14:30:08.070,9551,98.417,24.8,1010.27,0.557,0.563,0.117,0.005,-30.298,0.038,-1.119,0.052,-16.127,2.826,450.56,-237.99,3.94,0,45,2,0.0
1782883808.070920,14:30:08.070,9552,98.981,0.0,1.17,0.005,2525.606,3472.289,353025.281,-20.48,-23.799,0.394,11.52,0.002,13.568,0.02,299.52,0.0,0,241,255,-0.01
1782883808.070934,14:30:08.070,9553,133.655,0.38,34722.89,520796.417,-1559646.208,754975.114,922746.882,0.002,29.696,0.0,-8.192,-0.001,-22.785,98.65,-243.2,135.63,0,1,182,105.06
1782883808.070945,14:30:08.070,9554,143.473,-237.99,7549751.14,905969.666,1459617.794,-50331.648,-1493172.225,9.865,-24.32,13.563,0.256,2.854,0.05,24.8,-300.45,0.01,45,2,0,138.24
1782883808.071208,14:30:08.071,9557,98.478,24.8,1010.27,0.557,0.567,0.087,-0.017,-30.298,0.038,-1.119,0.052,-15.871,2.314,450.56,-237.99,3.94,0,45,2,0.0
1782883808.071221,14:30:08.071,9558,99.046,0.0,0.87,-0.007,2525.606,3472.289,319471.617,-20.48,-23.799,0.394,11.52,0.002,14.592,0.02,222.72,0.0,0,243,255,-0.01
1782883808.071231,14:30:08.071,9559,133.716,0.38,34722.89,487243.009,-1542868.992,-704642.678,570425.345,0.002,-30.464,-0.002,-5.633,-0.001,-22.785,98.65,-243.2,135.63,2,1,184,99.95
1782883808.177683,14:30:08.177,9562,98.527,24.8,1010.28,0.47,0.538,-0.376,-0.005,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.177719,14:30:08.177,9563,99.061,0.0,42949669.2,-0.038,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,4.864,0.02,-307.2,-0.02,255,249,255,-0.01
1782883808.177736,14:30:08.177,9564,133.765,0.38,370267.21,504084.481,-1542868.992,-704642.678,67108.865,0.002,-6.656,-0.002,1.023,0.0,-23.04,98.65,-243.2,135.63,2,1,184,102.51
1782883808.177750,14:30:08.177,9565,143.583,-235.43,35903246.18,16777.217,-436207.614,-301989.89,-1493172.225,9.865,-24.32,13.563,0.258,3.0,0.05,24.8,-300.44,0.01,214,1,0,-5.12
1782883808.284833,14:30:08.284,9568,98.587,24.8,1010.28,0.47,0.507,-0.282,-0.013,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.284870,14:30:08.284,9569,99.091,0.0,42949670.13,-0.032,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-4.352,0.01,112.64,-0.01,255,237,255,-0.01
1782883808.284884,14:30:08.284,9570,133.825,0.38,370267.21,504084.481,-1542868.992,-704642.678,-318767.103,0.001,11.264,-0.001,-1.025,-0.001,-22.785,98.65,-243.2,135.63,2,1,184,102.51
1782883808.284896,14:30:08.284,9571,143.643,-235.43,35903246.18,-352321.535,738197.505,-33554.433,-1493172.225,9.865,-24.32,13.563,0.258,3.0,0.05,24.8,-300.44,0.01,214,1,0,-58.88
1782883808.285243,14:30:08.285,9574,98.647,24.8,1010.28,0.47,0.487,-0.213,-0.025,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.285258,14:30:08.285,9575,99.129,0.0,42949671.36,-0.013,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-8.192,0.01,245.76,-0.01,255,243,255,-0.01
1782883808.285268,14:30:08.285,9576,133.885,0.38,370267.21,504084.481,-1542868.992,-704642.678,-553648.127,0.001,24.576,-0.001,4.095,0.0,-23.04,98.65,-243.2,135.63,2,1,184,102.51
1782883808.285279,14:30:08.285,9577,143.703,-235.43,35903246.18,-587202.559,1610612.737,-620756.993,-1493172.225,9.865,-24.32,13.563,0.258,3.0,0.05,24.8,-300.44,0.01,214,1,0,-94.72
1782883808.285471,14:30:08.285,9580,98.707,24.8,1010.28,0.47,0.473,-0.12,-0.015,-30.298,0.038,-1.119,0.564,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.285485,14:30:08.285,9581,99.179,0.0,42949671.76,0.007,2525.606,37026.721,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-10.496,0.01,-309.76,-0.01,255,241,255,-0.01
1782883808.285497,14:30:08.285,9582,133.945,0.38,370267.21,504084.481,-1542868.992,-704642.678,-704643.071,0.001,-30.976,-0.001,0.255,0.0,-23.04,98.65,-243.2,135.63,2,1,184,102.51
1782883808.392770,14:30:08.392,9585,98.757,24.8,1010.27,0.557,0.49,0.347,-0.013,-30.298,0.038,-1.119,0.052,-19.967,2.567,450.56,-237.99,3.94,0,45,2,0.0
1782883808.392815,14:30:08.392,9586,99.25,0.0,3.47,0.007,2525.606,20249.505,336273.153,-20.48,-23.799,0.394,11.52,0.002,-3.84,0.01,232.96,0.01,0,251,255,-0.01
1782883808.392833,14:30:08.392,9587,133.995,0.38,202495.05,504042.753,-1559646.208,754975.114,-201326.59,0.001,23.296,0.001,4.864,0.0,-23.04,98.65,-243.2,135.63,1,1,10,102.51
1782883808.392847,14:30:08.392,9588,143.813,-237.99,7549751.14,-150994.942,1526726.657,-520093.695,-1493172.225,9.865,-24.32,13.563,0.257,2.816,0.05,24.8,-300.44,0.01,214,1,0,-43.52
1782883808.499773,14:30:08.499,9591,98.817,24.8,1010.28,0.47,0.493,-0.186,-0.015,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.499814,14:30:08.499,9592,99.308,0.0,42949671.1,0.007,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-5.888,0.01,179.2,-0.01,255,3,0,0.0
1782883808.499830,14:30:08.499,9593,134.055,0.38,34722.89,504084.481,-1542868.992,-704642.678,-419430.399,0.001,17.92,-0.001,-7.425,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,102.51
1782883808.499845,14:30:08.499,9594,143.873,-235.43,35903246.18,-486539.263,1946157.057,-452984.833,-1493172.225,9.865,-24.32,13.563,0.256,3.0,0.05,24.8,-300.44,0.01,214,1,0,-79.36
1782883808.500221,14:30:08.500,9597,98.877,24.8,1010.28,0.47,0.48,-0.14,0.023,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.500239,14:30:08.500,9598,99.355,0.0,42949671.56,-0.007,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-8.96,0.01,296.96,-0.01,255,243,255,-0.01
1782883808.500253,14:30:08.500,9599,134.115,0.38,34722.89,504084.481,-1542868.992,-704642.678,-620756.991,0.001,-26.88,-0.001,-1.025,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,105.07
1782883808.606932,14:30:08.606,9602,98.927,24.8,1010.28,0.47,0.472,-0.105,0.001,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.607201,14:30:08.607,9603,99.398,0.0,42949671.91,-0.038,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-10.752,0.01,-271.36,-0.01,255,222,255,-0.01
1782883808.607226,14:30:08.607,9604,134.165,0.38,34722.89,504084.481,-1542868.992,-704642.678,-721420.287,0.001,-20.224,-0.001,-4.609,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,105.07
1782883808.607427,14:30:08.607,9607,98.978,24.8,1010.28,0.47,0.468,-0.08,-0.026,-30.298,0.038,-1.119,0.052,-18.431,2.571,450.56,-235.43,3.94,0,214,1,0.0
1782883808.607440,14:30:08.607,9608,99.445,0.0,42949672.16,-0.013,2525.606,3472.289,336312.321,-20.48,-23.543,0.394,-10.752,0.001,-11.776,0.01,-204.8,-0.01,255,243,255,-0.01
1782883808.607451,14:30:08.607,9609,134.216,0.38,34722.89,504084.481,-1542868.992,-704642.678,-771751.935,0.001,-15.36,-0.001,-3.073,-0.001,-22.785,98.65,-243.2,135.63,0,1,184,102.51
1782883808.714883,14:30:08.714,9612,99.026,24.8,1010.28,0.47,0.466,-0.06,-0.019,-30.298,0.038,-1.119,0.052,-18.431,3.083,450.56,-235.43,3.94,0,214,1,0.0
1782883808.714917,14:30:08.714,9613,99.491,0.0,42949672.36,-0.015,2525.606,3472.289,369866.753,-20.48,-23.543,0.394,-10.752,0.001,-12.288,0.01,-156.16,-0.01,255,243,255,-0.01
1782883808.714932,14:30:08.714,9614,134.264,0.38,34722.89,537638.913,-1559646.208,754975.114,-419430.398,0.001,-30.976,0.001,1.792,0.0,-23.04,98.65,-243.2,135.63,1,1,120,107.59
1782883808.715231,14:30:08.715,9617,99.078,24.8,1010.27,0.557,0.494,0.39,-0.017,-30.298,0.038,-1.119,0.308,1.537,2.571,450.56,-237.99,3.94,0,45,2,0.0
1782883808.715245,14:30:08.715,9618,99.576,0.0,3.9,-0.013,2525.606,20249.505,336263.681,-20.48,-23.799,0.394,11.52,0.002,-2.56,0.01,-312.32,0.01,0,239,255,-0.01
1782883808.715257,14:30:08.715,9619,134.316,0.38,202495.05,504032.769,-1559646.208,754975.114,67108.866,0.002,9.216,0.001,-9.728,-0.001,-22.785,98.65,-243.2,135.63,1,1,209,102.48
1782883808.715428,14:30:08.715,9622,99.128,24.8,1010.27,0.557,0.522,0.292,-0.013,-30.298,0.038,-1.119,0.308,-7.167,2.57,450.56,-237.99,3.94,0,45,2,0.0
1782883808.715440,14:30:08.715,9623,99.653,0.0,2.92,-0.013,2525.606,20249.505,336255.745,-20.48,-23.799,0.394,11.52,0.002,4.096,0.02,92.16,0.01,0,239,255,-0.01
1782883808.715451,14:30:08.715,9624,134.366,0.38,202495.05,504025.601,-1559646.208,754975.114,402653.186,0.002,-9.472,0.0,4.096,0.0,-23.04,98.65,-243.2,135.63,1,1,187,102.49
1782883808.821748,14:30:08.821,9627,99.178,24.8,1010.27,0.557,0.54,0.219,-0.013,-30.298,0.038,-1.119,0.308,-11.775,2.57,450.56,-237.99,3.94,0,45,2,0.0
1782883808.821780,14:30:08.821,9628,99.721,0.0,2.19,-0.013,2525.606,20249.505,336251.649,-20.48,-23.799,0.394,11.52,0.002,8.448,0.02,-97.28,0.0,0,235,255,-0.01
1782883808.821794,14:30:08.821,9629,134.416,0.38,202495.05,504022.273,-1559646.208,754975.114,620756.994,0.002,-23.552,0.0,-0.768,-0.001,-22.785,98.65,-243.2,135.63,1,1,85,102.5
1782883808.822045,14:30:08.822,9632,99.228,24.8,1010.27,0.557,0.552,0.164,0.0,-30.298,0.038,-1.119,0.308,-13.823,2.57,450.56,-237.99,3.94,0,45,2,0.0
1782883808.822057,14:30:08.822,9633,99.782,0.0,1.63,-0.011,2525.606,20249.505,302695.681,-20.48,-23.799,0.394,11.52,0.002,10.752,0.02,-238.08,0.0,0,245,255,-0.01
1782883808.822067,14:30:08.822,9634,134.466,0.38,202495.05,504043.009,-1576423.424,2130706.826,1174405.122,0.002,9.216,0.002,-3.328,-0.001,-22.785,98.65,-243.2,135.63,1,1,78,105.02
1782883808.928830,14:30:08.928,9637,99.277,24.8,1010.26,0.639,0.592,0.548,0.0,-30.298,0.038,-1.119,0.308,-28.159,2.825,450.56,-240.55,3.94,0,127,2,0.0
1782883808.928870,14:30:08.928,9638,99.875,0.0,5.48,0.0,2525.606,20249.505,352943.617,-20.48,-24.055,0.394,32.512,0.002,23.552,0.02,92.16,0.02,0,0,0,0.0
1782883808.928888,14:30:08.928,9639,134.515,0.38,202495.05,520711.681,-1576423.424,2130706.826,1728053.25,0.002,-25.856,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,46,105.04
1782883808.928903,14:30:08.928,9640,144.333,-240.55,21307068.26,1795162.114,-1694498.814,0.001,-1509949.44,9.865,-24.32,13.563,0.257,2.437,0.051,24.8,-300.46,0.01,127,2,0,284.16
1782883808.929229,14:30:08.929,9643,99.336,24.8,1010.26,0.639,0.623,0.411,0.005,-30.298,0.038,-1.119,0.308,18.177,3.082,450.56,-240.55,3.94,0,127,2,0.0
1782883808.929246,14:30:08.929,9644,99.968,0.0,4.11,0.0,2525.606,20249.505,369677.569,-20.48,-24.055,0.394,32.512,0.002,31.744,0.02,133.12,0.01,0,0,0,0.0
1782883808.929258,14:30:08.929,9645,134.574,0.38,202495.05,537474.817,-1576423.424,2130706.826,2130706.434,0.002,13.312,0.001,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,124,107.61
1782883809.036637,14:30:09.036,9648,99.388,24.8,1010.26,0.639,0.645,0.308,0.0,-30.298,0.038,-1.119,0.308,27.137,2.569,450.56,-240.55,3.94,0,127,2,0.0
1782883809.036674,14:30:09.036,9649,100.036,0.0,3.08,0.0,2525.606,20249.505,336158.721,-20.48,-24.055,0.394,32.512,0.002,-30.464,0.02,-64.0,0.0,0,0,0,0.0
1782883809.036688,14:30:09.036,9650,134.626,0.38,202495.05,503963.905,-1576423.424,2130706.826,-1962934.27,0.002,-6.4,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,126,102.49
1782883809.036704,14:30:09.036,9651,144.444,-240.55,21307068.26,-1929379.838,-419430.398,268435.456,-1509949.44,9.865,-24.32,13.563,0.257,2.424,0.05,24.8,-300.46,0.01,127,2,0,-286.72
1782883809.037047,14:30:09.037,9654,99.448,24.8,1010.26,0.639,0.658,0.231,0.0,-30.298,0.038,-1.119,0.308,27.137,2.569,450.56,-240.55,3.94,0,127,2,0.0
1782883809.037062,14:30:09.037,9655,100.104,0.0,1.74,0.0,2525.606,20249.505,336218.625,-20.48,-24.055,0.394,32.512,0.002,-28.16,0.02,-209.92,0.0,0,0,0,0.0
1782883809.037073,14:30:09.037,9656,134.686,0.38,202495.05,503940.865,-1576423.424,2130706.826,-1811939.326,0.002,-20.992,0.0,1.792,0.0,-23.04,98.65,-243.2,135.63,1,1,130,102.49
1782883809.037083,14:30:09.037,9657,144.504,-240.55,21307068.26,-1795162.11,-1375731.71,0.0,-1509949.44,9.865,-24.32,13.563,0.257,2.429,0.05,24.8,-300.46,0.01,127,2,0,-268.8
1782883809.144705,14:30:09.144,9660,99.508,24.8,1010.26,0.639,0.66,0.13,0.0,-30.298,0.038,-1.119,0.308,-31.487,2.058,450.56,-240.55,3.94,0,127,2,0.0
1782883809.144747,14:30:09.144,9661,100.168,0.0,1.3,0.0,2525.606,20249.505,336189.697,-20.48,-24.055,0.394,32.512,0.002,-27.136,0.02,-322.56,0.0,0,9,0,0.0
1782883809.144764,14:30:09.144,9662,134.746,0.38,202495.05,503932.161,-1576423.424,2130706.826,-1744830.462,0.002,-32.256,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,1,1,140,102.49
1782883809.144779,14:30:09.144,9663,144.564,-240.55,21307068.26,-1728053.246,-2113929.214,0.0,-1509949.44,9.865,-24.32,13.563,0.257,2.44,0.048,24.8,-300.46,0.01,127,2,0,-276.48
1782883809.252577,14:30:09.252,9666,99.569,24.8,1010.26,0.639,0.662,0.098,0.0,-30.298,0.038,-1.119,0.052,-31.743,2.313,450.56,-240.55,3.94,0,127,2,0.0
1782883809.252613,14:30:09.252,9667,100.232,0.0,0.98,0.005,2525.606,3472.289,285843.201,-20.48,-24.055,0.394,32.512,0.002,-26.88,0.02,250.88,0.0,0,5,0,0.0
1782883809.252626,14:30:09.252,9668,134.807,0.38,34722.89,503959.553,-1576423.424,2130706.826,-1728053.246,0.002,25.088,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,122,102.49
1782883809.252903,14:30:09.252,9671,99.619,24.8,1010.26,0.639,0.661,0.073,0.0,-30.298,0.038,-1.119,0.052,-20.479,2.057,450.56,-240.55,3.94,0,127,2,0.0
1782883809.252918,14:30:09.252,9672,100.281,0.0,0.74,0.018,2525.606,3472.289,336178.689,-20.48,-24.055,0.394,32.512,0.002,-26.88,0.02,189.44,0.0,0,0,0,0.0
1782883809.252929,14:30:09.252,9673,134.857,0.38,34722.89,503950.337,-1576423.424,2130706.826,-1761607.678,0.002,18.944,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,169,94.81
1782883809.252939,14:30:09.252,9674,144.675,-240.55,21307068.26,-1845493.758,922746.882,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.847,0.05,24.8,-300.46,0.01,127,2,0,-276.48
1782883809.360006,14:30:09.360,9677,99.677,24.8,1010.26,0.639,0.66,0.055,0.02,-30.298,0.038,-1.119,0.052,-17.407,3.081,450.56,-240.55,3.94,0,127,2,0.0
1782883809.360050,14:30:09.360,9678,100.338,0.0,0.55,0.0,2525.606,3472.289,369736.193,-20.48,-24.055,0.394,32.512,0.002,-27.392,0.02,140.8,0.0,0,0,0,0.0
1782883809.360067,14:30:09.360,9679,134.915,0.38,34722.89,537508.097,-1576423.424,2130706.826,-1862270.974,0.002,10.496,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,165,107.62
1782883809.360082,14:30:09.360,9680,144.733,-240.55,21307068.26,-1845493.758,687865.858,0.0,-1509949.44,9.865,-24.32,13.563,0.256,2.506,0.05,24.8,-300.46,0.01,127,2,0,-281.6
1782883809.360418,14:30:09.360,9683,99.738,24.8,1010.26,0.639,0.659,0.041,0.0,-30.298,0.038,-1.119,0.052,-14.335,2.569,450.56,-240.55,3.94,0,127,2,0.0
1782883809.360434,14:30:09.360,9684,100.397,0.0,0.41,0.0,2525.606,3472.289,336185.089,-20.48,-23.799,0.394,11.52,0.002,31.488,0.02,-325.12,-0.02,255,0,0,0.0
1782883809.360446,14:30:09.360,9685,134.976,0.38,370267.21,504084.481,-1559646.208,754975.114,1996488.706,0.002,-32.512,-0.002,0.255,0.0,-23.04,98.65,-243.2,135.63,2,1,238,99.94
1782883809.467332,14:30:09.467,9688,99.788,24.8,1010.27,0.557,0.623,-0.383,0.0,-30.298,0.038,-1.119,0.564,1.281,2.059,450.56,-237.99,3.94,0,45,2,0.0
1782883809.467370,14:30:09.467,9689,100.411,0.0,42949669.13,0.0,2525.606,37026.721,336217.601,-20.48,-24.055,0.394,32.512,0.002,29.952,0.02,-302.08,0.0,0,0,0,0.0
1782883809.467385,14:30:09.467,9690,135.026,0.38,34722.89,503921.665,-1576423.424,2130706.826,1996488.706,0.002,-30.208,0.0,0.0,0.0,-23.04,98.65,-243.2,135.63,0,1,235,99.93
1782883809.467399,14:30:09.467,9691,144.844,-240.55,21307068.26,2013265.922,-1979711.486,-218103.808,-1493172.225,9.865,-24.32,13.563,0.256,2.535,0.05,24.8,-300.46,0.01,127,2,0,309.76
1782883809.467721,14:30:09.467,9694,99.85,24.8,1010.26,0.639,0.635,0.138,0.005,-30.298,0.038,-1.119,0.052,-8.703,2.569,450.56,-237.99,3.94,0,45,2,0.0
1782883809.467736,14:30:09.467,9695,100.467,0.0,42949670.16,-0.017,2525.606,3472.289,302757.889,-20.48,-23.799,0.394,11.52,0.002,26.112,0.02,-61.44,-0.02,255,0,0,0.0
1782883809.467747,14:30:09.467,9696,135.088,0.38,34722.89,453700.865,-1559646.208,754975.114,1677721.602,0.002,-6.144,-0.002,-5.633,-0.001,-22.785,98.65,-243.2,135.63,0,1,245,99.94
1782883809.575393,14:30:09.575,9699,99.9,24.8,1010.27,0.557,0.605,-0.281,0.0,-30.298,0.038,-1.119,0.052,2.049,2.315,450.56,-237.99,3.94,0,45,2,0.0
1782883809.575433,14:30:09.575,9700,100.494,0.0,42949670.86,-0.013,2525.606,3472.289,319535.105,-20.48,-23.799,0.394,11.52,0.002,20.48,0.02,115.2,-0.01,255,253,255,-0.01
1782883809.575447,14:30:09.575,9701,135.138,0.38,34722.89,470486.529,-1559646.208,754975.114,1308622.85,0.002,11.776,-0.001,5.631,0.0,-23.04,98.65,-243.2,135.63,0,1,19,99.95
1782883809.575459,14:30:09.575,9702,144.956,-237.99,7549751.14,1275068.418,771751.938,486539.263,-1509949.44,9.865,-24.32,13.563,0.256,2.842,0.049,24.8,-300.45,0.01,45,2,0,189.44
1782883809.575748,14:30:09.575,9705,99.958,24.8,1010.27,0.557,0.579,-0.158,0.0,-30.298,0.038,-1.119,0.052,-18.431,2.827,450.56,-237.99,3.94,0,45,2,0.0
1782883809.575761,14:30:09.575,9706,100.535,0.0,42949671.38,-0.017,2525.606,3472.289,319496.449,-20.48,-23.799,0.394,11.52,0.002,16.128,0.02,250.88,-0.01,255,218,255,-0.01
1782883809.575772,14:30:09.575,9707,135.196,0.38,34722.89,470492.417,-1559646.208,754975.114,1056964.61,0.002,25.088,-0.001,-9.473,-0.001,-22.785,98.65,-243.2,135.63,0,1,214,102.5
1782883809.575783,14:30:09.575,9708,145.014,-237.99,7549751.14,1006632.962,1644167.17,-201326.593,-1493172.225,9.865,-24.32,13.563,0.256,2.919,0.05,24.8,-300.46,0.01,127,2,0,197.12
1782883809.682171,14:30:09.682,9711,100.018,24.8,1010.26,0.639,0.592,0.303,0.009,-30.298,0.038,-1.119,0.308,3.585,2.314,450.56,-240.55,3.94,0,127,2,0.0
